,master_id,first_order_date,last_order_date,order_num_total_ever_online,order_num_total_ever_offline,customer_value_total_ever_offline,customer_value_total_ever_online,T_weekly,recency_weekly,frequency,monetary_avg,exp_sales_3_month,exp_sales_6_month,exp_average_value,clv,customer_segment
2592,2e16689e-a3c1-11e9-a2fc-000d3a38a36f,2019-04-05,2021-01-11,2.0,2.0,259.98,287.98,113.0,92.0,4.0,137.0,0.5102393258396438,1.0204786516792876,142.55408874219506,152.63400092929245,C
2595,c6b2a922-3de1-11ea-9e19-000d3a38a36f,2019-07-16,2021-01-11,2.0,2.0,269.97,434.96,98.0,78.0,4.0,176.0,0.5539784218639381,1.1079568437278835,182.83415737764054,212.54351830692468,B
2596,34c9bebc-acf3-11e9-a2fc-000d3a38a36f,2017-09-25,2021-01-12,9.0,1.0,54.97,1114.87,192.0,172.0,10.0,117.0,0.628057610847207,1.256115221694418,118.92122199196145,156.73158587534044,C
2598,a507439c-aff6-11e9-9757-000d3a38a36f,2019-08-28,2021-01-12,2.0,2.0,199.98,458.59,92.0,72.0,4.0,165.0,0.5736482956806346,1.1472965913612685,171.4731123778995,206.41412852859736,B
2600,93a7f03c-2c5c-11ea-b752-000d3a38a36f,2019-08-13,2021-01-12,1.0,6.0,688.37,224.5,94.0,74.0,7.0,130.0,0.7774857668421647,1.5549715336843282,133.0002720134913,216.99146826938536,B
2601,3aa52386-afb8-11e9-9757-000d3a38a36f,2019-07-30,2021-01-12,2.0,1.0,59.98,409.95,96.0,76.0,3.0,157.0,0.49101237791914704,0.9820247558382945,165.3723116942224,170.3934591865467,C
2602,9a0e8088-21b4-11ea-9618-000d3a38a36f,2019-07-10,2021-01-12,1.0,2.0,199.97,175.75,99.0,79.0,3.0,125.0,0.48264203116926957,0.9652840623385387,131.95640361853532,133.6451776528943,C
2603,5e0eff66-a6fa-11e9-a2fc-000d3a38a36f,2014-10-08,2021-01-12,3.0,2.0,317.22,209.97,347.0,327.0,5.0,105.0,0.25693659762909987,0.5138731952581997,108.5795231952478,58.542542657232914,D
2604,415cab4c-9df0-11e9-9897-000d3a38a36f,2016-10-30,2021-01-13,11.0,1.0,49.99,1761.67,239.0,219.0,12.0,151.0,0.6105923958045665,1.221184791609133,152.96161050995167,195.9889205481057,B
2606,83986eee-5b53-11ea-9f22-000d3a38a36f,2020-01-22,2021-01-13,6.0,1.0,40.49,556.4,71.0,51.0,7.0,85.0,0.8983252937594496,1.7966505875189018,87.16797833119956,164.3191893377134,C
2609,abc953e2-a285-11e9-a2fc-000d3a38a36f,2019-03-14,2021-01-13,3.0,1.0,139.99,536.97,116.0,96.0,4.0,169.0,0.5023074380976099,1.0046148761952192,175.60440146871443,185.09841006680625,B
2610,1637d1d6-de1d-11e9-957d-000d3a38a36f,2019-09-23,2021-01-13,2.0,1.0,139.99,607.02,88.0,68.0,3.0,249.0,0.5148215192836088,1.0296430385672184,261.44304741182265,282.44342611408683,A
2611,3498a2a8-ac46-11e9-a2fc-000d3a38a36f,2019-09-14,2021-01-13,4.0,2.0,144.98,722.39,89.0,70.0,6.0,145.0,0.7286097946118405,1.45721958922368,148.83581126805655,227.56220125676205,B
2612,700127da-72e2-11ea-92d0-000d3a38a36f,2019-12-20,2021-01-13,1.0,2.0,187.97,86.35,76.0,56.0,3.0,91.0,0.5552042150244453,1.1104084300488892,96.45200128811784,112.37292354589815,D
2613,5088faba-d6eb-11e9-93bc-000d3a38a36f,2019-09-03,2021-01-13,1.0,2.0,109.98,388.98,91.0,71.0,3.0,166.0,0.5056273370539227,1.0112546741078459,174.77053584050935,185.43702280284705,B
2614,1c829de2-5b3f-11ea-84d5-000d3a38a36f,2020-01-16,2021-01-13,3.0,1.0,80.49,225.97,72.0,52.0,4.0,77.0,0.6506569518259261,1.3013139036518548,80.5847523799712,110.02785134796139,D
2615,ab02ce80-2a6f-11ea-b3a7-000d3a38a36f,2019-04-09,2021-01-13,2.0,1.0,94.99,390.96,112.0,92.0,3.0,162.0,0.4494414112992664,0.8988828225985332,170.59354733104848,160.89159890154085,C
2616,4247c602-d6a5-11e9-93bc-000d3a38a36f,2019-08-29,2021-01-14,1.0,2.0,134.98,99.99,92.0,72.0,3.0,78.0,0.502635154950314,1.0052703099006284,82.87678863236998,87.41449577316975,D
2617,bb0f3dd2-a6bb-11e9-a2fc-000d3a38a36f,2016-09-15,2021-01-14,10.0,4.0,500.37,2847.16,246.0,226.0,14.0,239.0,0.6716663993636101,1.343332798727223,241.4851541541653,340.3625287181044,A
2621,91e8851e-ac4a-11e9-a2fc-000d3a38a36f,2017-06-08,2021-01-14,7.0,1.0,449.99,1017.39,208.0,188.0,8.0,183.0,0.5085805031326052,1.0171610062652103,186.47492910788083,199.0113472728952,B
2624,8c23d2fa-0145-11ea-a5e8-000d3a38a36f,2019-10-06,2021-01-14,4.0,1.0,109.99,1738.74,86.0,67.0,5.0,370.0,0.6683938081932037,1.3367876163864083,380.49246531415633,533.6741427457214,A
2626,332aca5c-ab94-11e9-a2fc-000d3a38a36f,2019-08-21,2021-01-15,2.0,1.0,99.97,215.96,93.0,73.0,3.0,105.0,0.49967817854921565,0.9993563570984308,111.07146107123093,116.46369120166483,D
2627,12bcb318-af25-11e9-a2fc-000d3a38a36f,2018-12-03,2021-01-15,3.0,1.0,184.42,332.97,130.0,111.0,4.0,129.0,0.4683321327779185,0.9366642655558357,134.2915105605652,131.9775910877801,C
2628,442eb72a-a845-11e9-a2fc-000d3a38a36f,2015-04-13,2021-01-15,7.0,1.0,139.98,681.93,320.0,301.0,8.0,103.0,0.3650956593246106,0.7301913186492212,105.18323634577524,80.5843822314767,D
2629,24908e2e-b07a-11e9-9757-000d3a38a36f,2018-10-22,2021-01-15,13.0,1.0,107.98,1817.1,136.0,117.0,14.0,138.0,1.0185643685466863,2.0371287370933726,139.5596940726937,298.29513499595777,A
2631,c435f614-1e2d-11ea-8bf2-000d3a38a36f,2019-02-09,2021-01-15,4.0,2.0,512.88,1097.82,120.0,101.0,6.0,268.0,0.6139454554138395,1.22789091082768,274.498110064062,353.64443600847363,A
2633,ddd6b6e0-2845-11ea-b87a-000d3a38a36f,2020-01-26,2021-01-15,2.0,1.0,185.72,299.97,70.0,51.0,3.0,162.0,0.5778682620085827,1.1557365240171649,170.59354733104848,206.86600364715315,B
2634,07139f06-ae56-11e9-a2fc-000d3a38a36f,2018-05-24,2021-01-15,3.0,1.0,99.99,518.45,158.0,138.0,4.0,155.0,0.41252677505471436,0.825053550109424,161.1448896508622,139.4974796294381,C
2636,a8b2f3da-b1e3-11e9-89fa-000d3a38a36f,2019-07-21,2021-01-15,2.0,2.0,84.97,372.97,97.0,78.0,4.0,114.0,0.5571625204820294,1.1143250409640595,118.79917647000924,138.89704503328892,C
2638,aca0f0b2-6ced-11ea-b576-000d3a38a36f,2020-02-05,2021-01-16,2.0,1.0,60.49,116.99,69.0,49.0,3.0,59.0,0.5818267298978739,1.1636534597957429,63.036093212430785,76.96276118973078,D
2639,a4613768-eabf-11ea-9047-000d3a38a36f,2020-08-30,2021-01-16,1.0,2.0,505.21,171.58,39.0,20.0,3.0,226.0,0.7323214630403064,1.464642926080612,237.42536348242257,364.86025410743923,A
2640,cd910778-15ed-11ea-aa74-000d3a38a36f,2019-10-21,2021-01-16,1.0,2.0,494.96,213.11,84.0,65.0,3.0,236.0,0.5276134819117912,1.0552269638235834,247.86783475607479,274.43136096930016,A
2641,0686dfa8-abb3-11e9-a2fc-000d3a38a36f,2019-07-11,2021-01-16,7.0,3.0,219.97,710.73,99.0,79.0,10.0,93.0,0.9599613810190676,1.9199227620381352,94.61221358885042,190.58935810518977,B
2642,119ca220-5b2f-11ea-b040-000d3a38a36f,2020-01-20,2021-01-16,1.0,2.0,290.73,179.99,71.0,52.0,3.0,157.0,0.5739632931427916,1.1479265862855832,165.3723116942224,199.1794817457864,B
2644,24d64ac8-2c57-11ea-b752-000d3a38a36f,2019-10-05,2021-01-16,4.0,2.0,139.98,821.94,86.0,67.0,6.0,160.0,0.7420212052789535,1.484042410557906,164.16048185293525,255.61281126654399,B
2646,faf36f8e-aa00-11e9-a2fc-000d3a38a36f,2017-03-19,2021-01-16,5.0,1.0,159.98,1122.31,219.0,200.0,6.0,214.0,0.40859366393221247,0.8171873278644394,219.32929595849865,188.05546304582612,B
2647,540c94c8-b141-11e9-9757-000d3a38a36f,2019-04-07,2021-01-16,4.0,1.0,79.99,704.61,112.0,93.0,5.0,157.0,0.5764370894817186,1.1528741789634362,161.9360250449959,195.8813431797616,B
2648,8fb74378-aa4e-11e9-a2fc-000d3a38a36f,2018-03-13,2021-01-17,6.0,3.0,199.97,676.18,168.0,149.0,9.0,97.0,0.6406029101368231,1.2812058202736587,98.8512205562798,132.8827555370712,C
2650,d8dd465a-a54a-11e9-a2fc-000d3a38a36f,2020-08-20,2021-01-17,3.0,2.0,200.48,389.94,41.0,21.0,5.0,118.0,0.9233268921834972,1.8466537843669855,121.91864865768483,236.22361263276792,B
2651,eb6284c0-a7fc-11e9-a2fc-000d3a38a36f,2020-01-08,2021-01-17,2.0,1.0,134.98,229.98,73.0,54.0,3.0,122.0,0.5663095720692602,1.132619144138521,128.82366223643967,153.0901418990487,C
2652,bc8810b8-54ab-11eb-9e65-000d3a38a36f,2019-02-24,2021-01-17,3.0,1.0,39.99,410.57,118.0,99.0,4.0,113.0,0.4971551127152071,0.9943102254304189,117.76635419730552,122.86008810509264,D
2653,0fda0770-ddda-11e9-a848-000d3a38a36f,2019-09-22,2021-01-17,3.0,1.0,99.99,628.22,88.0,69.0,4.0,182.0,0.5875563700791092,1.1751127401582178,189.03109101386292,233.06682610569797,B
2654,63ea5cf4-5461-11ea-b1db-000d3a38a36f,2019-12-15,2021-01-17,1.0,3.0,191.2,214.97,76.0,57.0,4.0,102.0,0.6336444010466409,1.2672888020932804,106.40530919756448,141.48375638380728,C
2655,fd81b866-aa99-11e9-a2fc-000d3a38a36f,2019-07-07,2021-01-17,1.0,7.0,889.81,119.99,99.0,80.0,8.0,126.0,0.8235844239191268,1.6471688478382505,128.5545980148806,222.17409565174097,B
2664,5bc97abc-ac0c-11e9-a2fc-000d3a38a36f,2017-05-02,2021-01-17,9.0,1.0,69.98,878.33,213.0,194.0,10.0,95.0,0.5825748807810845,1.165149761562171,96.63796428910966,118.14006617030934,D
2665,482a44fc-58b1-11eb-9e65-000d3a38a36f,2019-04-04,2021-01-17,1.0,2.0,310.73,79.99,113.0,93.0,3.0,130.0,0.4470757161421674,0.8941514322843348,137.17763925536144,128.69512247308953,C
2668,b7a42ade-a221-11e9-a2fc-000d3a38a36f,2019-03-06,2021-01-17,1.0,3.0,862.91,90.99,117.0,98.0,4.0,238.0,0.4997179950404632,0.9994359900809264,246.86913828527184,258.8746185277905,A
2669,193fd9f4-a2d7-11e9-a2fc-000d3a38a36f,2019-03-19,2021-01-17,2.0,2.0,232.86,173.98,115.0,96.0,4.0,102.0,0.5049238569352439,1.0098477138704878,106.40530919756448,112.74229496701633,D
2670,b300607a-f130-11e9-9346-000d3a38a36f,2019-10-16,2021-01-17,2.0,1.0,140.48,309.98,85.0,66.0,3.0,150.0,0.5243562629204094,1.0487125258408183,158.06258180266585,173.9214762373688,C
2671,1871d93a-6363-11ea-a6dc-000d3a38a36f,2020-03-09,2021-01-17,4.0,1.0,100.49,411.11,64.0,45.0,5.0,102.0,0.7726949203602977,1.545389840720607,105.50126347314695,171.06588162361703,C
2672,2f07b836-cc18-11ea-b305-000d3a38a36f,2020-07-20,2021-01-17,2.0,1.0,99.99,279.98,45.0,26.0,3.0,127.0,0.6963005776999992,1.3926011553999984,134.04489787326577,195.85953795560366,B
2676,91181c76-b0a5-11e9-9757-000d3a38a36f,2020-02-10,2021-01-17,4.0,1.0,49.99,769.96,68.0,49.0,5.0,164.0,0.7513766709642871,1.5027533419285741,169.1186310632312,266.6532267068781,A
2677,d763ec38-1337-11ea-a001-000d3a38a36f,2019-05-04,2021-01-17,2.0,1.0,149.99,259.99,108.0,89.0,3.0,137.0,0.45915996652307156,0.9183199330461427,144.48736914691798,139.21677884299032,C
2679,4c112228-2b5f-11ea-9d27-000d3a38a36f,2019-11-30,2021-01-17,1.0,3.0,169.95,84.62,78.0,59.0,4.0,64.0,0.6254674373571204,1.2509348747142415,67.15806283482272,88.14558149652373,D
2681,fdcba90e-4d68-11ea-9c12-000d3a38a36f,2019-08-01,2021-01-17,3.0,1.0,29.99,248.97,96.0,76.0,4.0,70.0,0.5603834331469657,1.1207668662939307,73.3549964710451,86.26063882400507,D
2682,93cd4942-9758-11ea-a9c8-000d3a38a36f,2020-05-15,2021-01-17,3.0,1.0,59.99,691.93,55.0,35.0,4.0,188.0,0.7344645951148032,1.4689291902296064,195.2280246500853,300.89204603047386,A
2683,64d0ee2a-a166-11e9-a2fc-000d3a38a36f,2019-02-21,2021-01-17,1.0,4.0,459.95,64.99,119.0,99.0,5.0,105.0,0.555848244746037,1.111696489492075,108.5795231952478,126.64902500953376,C
2684,f4c9e198-416c-11ea-96d9-000d3a38a36f,2019-07-14,2021-01-17,1.0,2.0,150.48,130.98,98.0,79.0,3.0,94.0,0.4854002565846234,0.9708005131692503,99.5847426702135,101.43562022489664,D
2685,b5eb68d4-a518-11e9-a2fc-000d3a38a36f,2019-06-27,2021-01-17,1.0,4.0,407.36,94.99,101.0,81.0,5.0,100.0,0.6120630469445766,1.2241260938891523,103.44909032507972,132.86803676603003,C
2686,72f63fe8-dc96-11ea-9c1f-000d3a38a36f,2020-08-12,2021-01-17,2.0,1.0,180.49,223.98,42.0,23.0,3.0,135.0,0.713856909995366,1.4277138199907355,142.39887489218754,213.31205894647854,B
2687,dfc07b84-5923-11eb-9e65-000d3a38a36f,2019-06-28,2021-01-17,1.0,2.0,239.97,172.0,101.0,81.0,3.0,137.0,0.47721856320909756,0.9544371264181956,144.48736914691798,144.69212478852435,C
2688,85a7c094-a5b5-11e9-a2fc-000d3a38a36f,2015-04-15,2021-01-17,14.0,1.0,210.48,1292.43,320.0,301.0,15.0,100.0,0.5766917236510023,1.1533834473020046,101.13004412192792,122.38314159558882,D
2689,d90a452e-c69b-11ea-9d14-000d3a38a36f,2020-07-15,2021-01-17,2.0,1.0,155.71,144.97,46.0,27.0,3.0,100.0,0.6906388060826131,1.3812776121652257,105.85022543440482,153.40532900028774,C
2690,14485136-9d8e-11e9-9897-000d3a38a36f,2019-03-08,2021-01-17,2.0,1.0,69.99,209.97,117.0,97.0,3.0,93.0,0.43785684322587104,0.8757136864517425,98.54049554284828,90.54084962918802,D
2691,8cd09810-2b3d-11ea-9d27-000d3a38a36f,2019-02-14,2021-01-17,2.0,2.0,219.98,284.98,120.0,100.0,4.0,126.0,0.49210741220656434,0.9842148244131294,131.19304374245402,135.47788139195487,C
2696,c11d2086-9d1f-11e9-9897-000d3a38a36f,2015-04-15,2021-01-17,3.0,1.0,19.99,289.46,320.0,301.0,4.0,77.0,0.24418362256667214,0.4883672451333436,80.5847523799712,41.292111380622934,D
2697,46e081c6-5b2b-11ea-b02e-000d3a38a36f,2020-02-19,2021-01-17,2.0,1.0,49.99,414.94,67.0,48.0,3.0,155.0,0.5899086215311973,1.1798172430623959,163.28381743949194,202.1275773561819,B
2700,dac8213a-031b-11eb-8ffc-000d3a38a36f,2020-09-30,2021-01-17,2.0,1.0,49.99,414.86,35.0,16.0,3.0,155.0,0.7584798160682251,1.5169596321364511,163.28381743949194,259.8871793015906,A
2703,dc07e966-d68c-11e9-93bc-000d3a38a36f,2019-08-27,2021-01-17,1.0,2.0,489.93,66.97,92.0,73.0,3.0,186.0,0.502635154950314,1.0052703099006284,195.65547838781376,206.36809498490774,B
2704,4f01168c-b147-11ea-b736-000d3a38a36f,2020-06-08,2021-01-18,1.0,5.0,392.3,84.99,51.0,32.0,6.0,80.0,0.9449448821207718,1.8898897642415435,82.42890540024875,163.44953595754964,C
2706,2a1f1214-492e-11ea-bf43-000d3a38a36f,2019-08-07,2021-01-18,1.0,2.0,139.97,178.77,95.0,76.0,3.0,106.0,0.49386738639722805,0.9877347727944574,112.11570819859615,116.19153631109512,D
2708,5507661e-5b3c-11ea-bc35-000d3a38a36f,2020-02-23,2021-01-18,1.0,3.0,574.82,131.99,66.0,47.0,4.0,177.0,0.6779605258494188,1.3559210516988356,183.86697965034426,261.5807808786659,A
2709,4d0e9fec-2bfb-11ea-91ab-000d3a38a36f,2019-12-01,2021-01-18,1.0,4.0,497.85,305.44,78.0,59.0,5.0,161.0,0.7028953796794689,1.4057907593589405,166.04037134113034,244.9074895590319,B
2710,e7f6eeaa-d6c0-11e9-93bc-000d3a38a36f,2019-08-31,2021-01-18,2.0,2.0,199.98,193.98,91.0,72.0,4.0,98.0,0.577063218308302,1.1541264366166046,102.27402010674956,123.84725999728855,D
2711,fa98a7b0-2b93-11ea-853d-000d3a38a36f,2019-11-10,2021-01-18,3.0,2.0,170.38,285.37,81.0,62.0,5.0,91.0,0.6895478126135828,1.3790956252271727,94.21431115877716,136.32607916807189,C
2712,5fcfdafc-46bc-11ea-b6c0-000d3a38a36f,2019-11-24,2021-01-18,2.0,2.0,180.5,219.98,79.0,60.0,4.0,100.0,0.6214575888284872,1.2429151776569738,104.33966465215701,136.068818649211,C
2713,c6ab36a2-aadd-11e9-a2fc-000d3a38a36f,2018-12-22,2021-01-18,6.0,2.0,254.95,510.7,127.0,108.0,8.0,96.0,0.7105338978613199,1.421067795722643,98.070213229091,146.22431766064759,C
2714,272a27c4-d692-11e9-93bc-000d3a38a36f,2019-08-28,2021-01-18,3.0,4.0,462.92,522.03,92.0,73.0,7.0,141.0,0.7866877178715954,1.5733754357431882,144.20372158027374,238.0545685491404,B
2715,8d654382-a8c7-11e9-a2fc-000d3a38a36f,2016-05-03,2021-01-18,2.0,5.0,916.63,267.08,265.0,246.0,7.0,169.0,0.38872334191287944,0.7774466838257562,172.7215932048108,140.8915467860308,C
2716,cf26b226-ddea-11e9-a848-000d3a38a36f,2019-09-23,2021-01-18,1.0,2.0,219.98,209.97,88.0,69.0,3.0,143.0,0.5148215192836088,1.0296430385672184,150.7528519111093,162.8620550890879,C
2718,d52c019a-e834-11e9-8bb8-000d3a38a36f,2019-10-06,2021-01-19,6.0,2.0,446.7,994.79,86.0,67.0,8.0,180.0,0.8892759994504509,1.7785519989009002,183.42649062930187,342.29165435099867,A
2719,342ffd8e-a377-11e9-a2fc-000d3a38a36f,2019-03-30,2021-01-19,3.0,4.0,670.7,203.97,113.0,94.0,7.0,125.0,0.6997301549320742,1.3994603098641472,127.9077949376811,187.81284188657008,B
2721,229bb67e-5b39-11ea-87a7-000d3a38a36f,2020-01-01,2021-01-19,2.0,1.0,99.99,139.98,74.0,55.0,3.0,80.0,0.5625587505311236,1.1251175010622512,84.96528288710041,100.30141830313339,D
2722,29c6914e-1f5c-11ea-87bf-000d3a38a36f,2019-03-25,2021-01-19,1.0,3.0,421.13,235.98,114.0,95.0,4.0,164.0,0.5075676752948619,1.0151353505897251,170.44029010519577,181.53647689049214,B
2723,7c4f5492-af1c-11e9-a2fc-000d3a38a36f,2019-07-17,2021-01-19,1.0,2.0,159.98,95.99,98.0,79.0,3.0,85.0,0.4854002565846234,0.9708005131692503,90.18651852392652,91.86272110672314,D
2724,43271496-a2b7-11e9-a2fc-000d3a38a36f,2019-03-17,2021-01-19,2.0,1.0,219.98,541.53,115.0,96.0,3.0,254.0,0.44241826042145116,0.8848365208429023,266.6642830486487,247.56860873271012,B
2726,d3d90802-ac88-11e9-a2fc-000d3a38a36f,2017-11-06,2021-01-19,2.0,1.0,40.48,299.94,186.0,167.0,3.0,113.0,0.32297434466316804,0.6459486893263356,119.42543809015268,80.93987899156315,D
2727,8d601e88-1e48-11ea-8bf2-000d3a38a36f,2019-07-27,2021-01-19,2.0,1.0,239.99,359.98,96.0,77.0,3.0,200.0,0.49101237791914704,0.9820247558382945,210.27493817092684,216.65944998961535,B
2728,45056858-e1ff-11e9-957d-000d3a38a36f,2019-03-18,2021-01-19,2.0,2.0,59.98,424.97,115.0,96.0,4.0,121.0,0.5049238569352439,1.0098477138704878,126.02893237893537,133.5346062691514,C
2731,545d08e8-ac1b-11e9-a2fc-000d3a38a36f,2019-09-19,2021-01-20,2.0,1.0,59.99,388.68,89.0,70.0,3.0,150.0,0.511719863622801,1.023439727245601,158.06258180266585,169.7301632397433,C
2732,4f61f41e-acb8-11e9-a2fc-000d3a38a36f,2018-05-07,2021-01-20,3.0,1.0,59.99,660.1,160.0,141.0,4.0,180.0,0.4090452839144047,0.8180905678288061,186.96544646845547,160.4835130875299,C
2733,ae12cc02-15e2-11ea-aa74-000d3a38a36f,2019-08-03,2021-01-20,5.0,1.0,109.99,934.85,95.0,77.0,6.0,174.0,0.7031906332907454,1.4063812665814908,178.4635077321554,263.34203302056403,A
2734,3f7aa818-b0e4-11e9-9757-000d3a38a36f,2019-05-31,2021-01-20,1.0,2.0,409.95,53.99,105.0,86.0,3.0,155.0,0.46672925236258417,0.9334585047251692,163.28381743949194,159.92112950721136,C
2735,5ad077b4-d8bb-11ea-a65b-000d3a38a36f,2020-08-07,2021-01-20,2.0,2.0,266.47,359.98,43.0,24.0,4.0,157.0,0.8079215779212304,1.6158431558424609,163.21053419626966,276.70376957536894,A
2736,4419930e-a539-11e9-a2fc-000d3a38a36f,2019-02-08,2021-01-20,3.0,4.0,230.46,359.97,121.0,102.0,7.0,84.0,0.6714557746141755,1.3429115492283523,86.14948291603753,121.38576795041146,D
2738,c5d5e016-a753-11e9-a2fc-000d3a38a36f,2015-01-09,2021-01-20,10.0,1.0,99.98,981.12,334.0,315.0,11.0,98.0,0.44025369535276404,0.8805073907055303,99.52239109786963,91.94359775239752,D
2739,e6692caa-5bb4-11ea-86a3-000d3a38a36f,2020-01-24,2021-01-20,3.0,1.0,60.49,419.94,71.0,52.0,4.0,120.0,0.6550537932969569,1.3101075865939125,124.99611010623163,171.81898367416045,C
2741,7843446e-4619-11ea-a691-000d3a38a36f,2019-11-22,2021-01-21,1.0,2.0,190.72,64.99,80.0,61.0,3.0,85.0,0.5410573356715277,1.0821146713430567,90.18651852392652,102.39590617289895,D
2742,f2a14c92-2733-11ea-aaaa-000d3a38a36f,2019-03-15,2021-01-21,2.0,4.0,649.87,584.87,116.0,97.0,6.0,206.0,0.626670847036842,1.253341694073684,211.15613831323,277.6776239678254,A
2746,6471115a-79b8-11ea-bf74-000d3a38a36f,2020-08-06,2021-01-21,3.0,1.0,129.99,403.16,43.0,24.0,4.0,133.0,0.8079215779212304,1.6158431558424609,138.42279965138013,234.67915626483122,B
2747,ba123432-2020-11ea-87bf-000d3a38a36f,2019-11-19,2021-01-21,1.0,3.0,528.93,99.99,80.0,61.0,4.0,157.0,0.6174988267666197,1.2349976535332394,163.21053419626966,211.48618596661646,B
2748,8d883b0e-627f-11ea-9861-000d3a38a36f,2020-03-05,2021-01-21,2.0,1.0,100.49,971.82,65.0,46.0,3.0,357.0,0.5982181996481899,1.196436399296379,374.22173716726644,469.77111965714573,A
2749,7478ec14-acac-11e9-a2fc-000d3a38a36f,2018-05-06,2021-01-22,2.0,2.0,629.88,159.96,160.0,142.0,4.0,197.0,0.4090452839144047,0.8180905678288061,204.5234251044189,175.5545657736775,C
2750,3f9f8cea-3056-11ea-bb28-000d3a38a36f,2019-08-02,2021-01-22,1.0,2.0,150.48,179.98,96.0,77.0,3.0,110.0,0.49101237791914704,0.9820247558382945,116.29269670805702,119.82365528551816,D
2751,acc3e360-d666-11e9-93bc-000d3a38a36f,2019-08-23,2021-01-22,2.0,1.0,109.98,157.98,93.0,74.0,3.0,89.0,0.49967817854921565,0.9993563570984308,94.3635070333874,98.94460951400146,D
2755,616b876e-e55c-11ea-b769-000d3a38a36f,2020-08-23,2021-01-22,2.0,2.0,130.48,69.98,40.0,22.0,4.0,50.0,0.8286405600816671,1.6572811201633355,52.698551016970484,91.63524458097659,D
2756,fad3ef8a-a5d5-11e9-a2fc-000d3a38a36f,2019-02-12,2021-01-23,2.0,1.0,89.99,122.97,120.0,102.0,3.0,71.0,0.43118839060292685,0.8623767812058537,75.56705874081344,68.37498751078476,D
2758,c1d4949a-5b3e-11ea-8fca-000d3a38a36f,2020-02-16,2021-01-23,6.0,3.0,255.46,721.69,67.0,49.0,9.0,109.0,1.0899683194601857,2.1799366389203785,111.02313783524815,253.93645629939172,B
2759,adb65616-4661-11ea-b6c0-000d3a38a36f,2019-08-07,2021-01-23,1.0,3.0,200.97,44.99,95.0,76.0,4.0,61.0,0.5636418020284011,1.1272836040568022,64.05959601671152,75.7678689129999,D
2760,38d2f444-a23d-11e9-a2fc-000d3a38a36f,2019-03-08,2021-01-23,1.0,3.0,369.95,307.93,117.0,98.0,4.0,169.0,0.4997179950404632,0.9994359900809264,175.60440146871443,184.14420999632313,B
2761,d06aaf12-ddd5-11e9-a848-000d3a38a36f,2019-09-21,2021-01-23,3.0,2.0,200.73,298.86,88.0,70.0,5.0,100.0,0.6602912208746095,1.320582441749218,103.44909032507972,143.33751833150376,C
2762,80cae25e-48e8-11eb-806e-000d3a38a36f,2020-12-28,2021-01-23,1.0,2.0,401.21,219.99,22.0,4.0,3.0,207.0,0.858095473611424,1.716190947222849,217.5846680624834,391.79743005482277,A
2763,1c8f71e0-56a1-11ea-b9b9-000d3a38a36f,2019-12-10,2021-01-23,2.0,1.0,107.98,879.92,77.0,59.0,3.0,329.0,0.5515985903546948,1.1031971807093888,344.98281760104027,399.3174550043387,A
2766,2965f46c-2bcb-11ea-91ab-000d3a38a36f,2019-12-01,2021-01-24,2.0,2.0,350.72,97.01,78.0,60.0,4.0,112.0,0.6254674373571204,1.2509348747142415,116.73353192460178,153.21384532702334,C
2767,4a0a3db6-5b07-11ea-b677-000d3a38a36f,2020-02-22,2021-01-24,4.0,1.0,89.99,839.45,66.0,48.0,5.0,186.0,0.7618866990713306,1.5237733981426584,191.6925356919708,306.473745491955,A
2769,23125e80-2080-11ea-87bf-000d3a38a36f,2019-07-15,2021-01-24,1.0,4.0,412.93,67.49,98.0,80.0,5.0,96.0,0.6225565871432526,1.245113174286515,99.34474402894524,129.78407607738552,C
2770,23be2a1e-c56a-11ea-9dde-000d3a38a36f,2019-09-21,2021-01-24,1.0,2.0,209.98,64.99,88.0,70.0,3.0,92.0,0.5148215192836088,1.0296430385672184,97.49624841548307,105.32762186007896,D
2771,ee79e868-f63c-11e9-841e-000d3a38a36f,2019-10-24,2021-01-24,3.0,2.0,229.97,291.9,84.0,65.0,5.0,104.0,0.6766977235260498,1.3533954470520988,107.55343662121419,152.72730533329172,C
2772,f62eb400-1e58-11ea-8bf2-000d3a38a36f,2019-02-15,2021-01-24,1.0,3.0,254.93,137.98,120.0,101.0,4.0,98.0,0.49210741220656434,0.9842148244131294,102.27402010674956,105.61434638791653,D
2773,f6cdd546-a78c-11e9-a2fc-000d3a38a36f,2014-11-07,2021-01-24,5.0,1.0,79.98,722.7,343.0,324.0,6.0,134.0,0.28795631107884073,0.5759126221576804,137.59771950581217,83.1448816413566,D
2775,f48cf02c-2979-11ea-b87a-000d3a38a36f,2019-11-24,2021-01-25,1.0,2.0,219.97,226.98,79.0,61.0,3.0,149.0,0.5445260341708715,1.0890520683417426,157.01833467530062,179.41828349981702,C
2776,bda4174c-28cb-11ea-b87a-000d3a38a36f,2019-09-14,2021-01-25,2.0,1.0,19.99,271.93,89.0,71.0,3.0,97.0,0.511719863622801,1.023439727245601,102.71748405230916,110.29969988431583,D
2779,947d8eb0-d70a-11e9-93bc-000d3a38a36f,2019-09-12,2021-01-25,2.0,1.0,59.99,159.98,90.0,72.0,3.0,73.0,0.508655357362922,1.0173107147258427,77.65555299554387,82.8884124482354,D
