,master_id,order_channel,last_order_channel,first_order_date,last_order_date,last_order_date_online,last_order_date_offline,order_num_total_ever_online,order_num_total_ever_offline,customer_value_total_ever_offline,customer_value_total_ever_online,interested_in_categories_12
6250,0c2d8c68-f361-11e9-9346-000d3a38a36f,Ios App,Ios App,2019-10-20,2021-01-15,2021-01-15,2019-10-20,1.0,1.0,144.98,109.98,[COCUK]
6251,5b3f7fe2-a860-11e9-a2fc-000d3a38a36f,Ios App,Ios App,2019-08-25,2021-01-15,2021-01-15,2019-08-25,1.0,1.0,39.99,129.57,"[AKTIFCOCUK, COCUK]"
6252,ffc01688-d643-11e9-93bc-000d3a38a36f,Ios App,Ios App,2019-08-21,2021-01-15,2021-01-15,2019-08-21,1.0,1.0,99.99,125.99,[COCUK]
6253,5d58c27a-1ad9-11ea-98d5-000d3a38a36f,Ios App,Ios App,2020-11-12,2021-01-15,2021-01-15,2020-11-12,1.0,1.0,199.98,79.99,"[ERKEK, KADIN]"
6254,fd37faf6-1d7f-11ea-a490-000d3a38a36f,Ios App,Ios App,2019-08-31,2021-01-15,2021-01-15,2019-08-31,1.0,1.0,89.98,317.98,[ERKEK]
6255,fc2f55e0-26cc-11ea-aaaa-000d3a38a36f,Ios App,Ios App,2019-03-10,2021-01-15,2021-01-15,2019-04-04,3.0,2.0,399.89,460.15,[AKTIFSPOR]
6256,ecae08c2-4f2c-11ea-99ba-000d3a38a36f,Ios App,Ios App,2019-12-03,2021-01-16,2021-01-16,2019-12-03,4.0,1.0,129.99,595.87,"[AKTIFCOCUK, COCUK]"
6257,630c89a2-a15f-11e9-a2fc-000d3a38a36f,Ios App,Ios App,2019-02-21,2021-01-16,2021-01-16,2019-10-03,8.0,2.0,40.98,4696.0,"[ERKEK, AKTIFSPOR]"
6258,6d7c352c-4c4a-11ea-a626-000d3a38a36f,Ios App,Ios App,2019-11-18,2021-01-16,2021-01-16,2019-11-19,1.0,3.0,1005.96,119.99,[ERKEK]
6259,3622b598-1d78-11ea-a490-000d3a38a36f,Ios App,Ios App,2019-02-18,2021-01-16,2021-01-16,2019-02-18,6.0,1.0,154.99,630.93,"[ERKEK, KADIN]"
6260,38bf8e82-a1dd-11e9-a2fc-000d3a38a36f,Ios App,Ios App,2019-03-01,2021-01-17,2021-01-17,2020-11-09,3.0,2.0,100.46,493.6,"[KADIN, AKTIFSPOR]"
6261,da2cb4d8-1ed4-11ea-81ff-000d3a38a36f,Ios App,Ios App,2019-09-01,2021-01-17,2021-01-17,2020-02-23,1.0,2.0,129.98,187.98,[ERKEK]
6262,1a224e76-5b12-11ea-ae42-000d3a38a36f,Ios App,Ios App,2020-01-29,2021-01-17,2021-01-17,2020-01-29,6.0,1.0,60.49,505.41,"[ERKEK, KADIN]"
6263,6513b3b8-5318-11ea-acd3-000d3a38a36f,Ios App,Ios App,2020-01-29,2021-01-17,2021-01-17,2020-01-29,1.0,1.0,113.48,123.53,[AKTIFCOCUK]
6264,0d5265a8-24cd-11ea-bf27-000d3a38a36f,Ios App,Ios App,2019-10-28,2021-01-17,2021-01-17,2019-10-28,2.0,1.0,199.98,313.4,[ERKEK]
6265,4ae393a6-b1eb-11e9-89fa-000d3a38a36f,Ios App,Ios App,2019-07-22,2021-01-17,2021-01-17,2020-01-04,2.0,2.0,209.98,279.97,[]
6266,06e6bc28-5330-11ea-acd3-000d3a38a36f,Ios App,Ios App,2020-01-06,2021-01-17,2021-01-17,2020-10-15,1.0,2.0,164.98,64.99,[AKTIFCOCUK]
6267,f5f85dc8-a4dd-11e9-a2fc-000d3a38a36f,Ios App,Ios App,2019-06-09,2021-01-17,2021-01-17,2020-08-23,1.0,3.0,315.71,74.99,"[AKTIFCOCUK, COCUK, AKTIFSPOR]"
6268,a091f16a-a43c-11e9-a2fc-000d3a38a36f,Ios App,Ios App,2019-04-17,2021-01-17,2021-01-17,2019-10-20,2.0,3.0,324.96,448.24,[KADIN]
6269,dcd600b0-aa91-11ea-b736-000d3a38a36f,Ios App,Ios App,2020-06-09,2021-01-17,2021-01-17,2020-08-14,2.0,1.0,150.72,914.07,"[AKTIFCOCUK, COCUK, AKTIFSPOR]"
6270,5c996ae8-a40e-11e9-a2fc-000d3a38a36f,Ios App,Ios App,2019-04-12,2021-01-17,2021-01-17,2019-04-12,6.0,2.0,329.97,624.6,"[KADIN, AKTIFSPOR]"
6271,0d5973ba-d702-11ea-82f4-000d3a38a36f,Ios App,Ios App,2020-08-05,2021-01-17,2021-01-17,2020-08-05,1.0,1.0,119.99,139.98,"[ERKEK, AKTIFSPOR]"
6272,fb9807b0-ac67-11e9-a2fc-000d3a38a36f,Ios App,Ios App,2017-06-22,2021-01-17,2021-01-17,2020-07-11,13.0,1.0,100.49,1755.51,"[AKTIFCOCUK, AKTIFSPOR]"
6273,febe9200-ae2f-11e9-a2fc-000d3a38a36f,Ios App,Ios App,2019-07-22,2021-01-17,2021-01-17,2019-07-22,5.0,1.0,59.99,623.7,"[ERKEK, AKTIFSPOR]"
6274,953bc714-5b20-11ea-8c74-000d3a38a36f,Ios App,Ios App,2020-02-18,2021-01-17,2021-01-17,2020-02-18,3.0,1.0,90.49,1086.94,[ERKEK]
6275,70a63eea-5b28-11ea-916a-000d3a38a36f,Ios App,Ios App,2019-12-17,2021-01-17,2021-01-17,2019-12-17,2.0,1.0,204.98,529.89,[KADIN]
6276,a0203ad6-98ae-11ea-b97a-000d3a38a36f,Ios App,Ios App,2019-04-21,2021-01-17,2021-01-17,2019-04-22,1.0,2.0,85.96,143.09,"[COCUK, KADIN, AKTIFSPOR]"
6277,2e58306c-9e71-11e9-9897-000d3a38a36f,Ios App,Ios App,2019-11-09,2021-01-17,2021-01-17,2020-10-03,2.0,4.0,370.46,639.92,"[ERKEK, COCUK, KADIN, AKTIFSPOR]"
6278,08b5c3b2-6377-11ea-a6dc-000d3a38a36f,Ios App,Ios App,2019-09-15,2021-01-17,2021-01-17,2019-09-15,4.0,1.0,19.99,362.4,[KADIN]
6279,c883bf08-71e8-11ea-adca-000d3a38a36f,Ios App,Ios App,2020-02-16,2021-01-18,2021-01-18,2020-02-16,3.0,1.0,80.49,828.6,"[ERKEK, KADIN]"
6280,234e17c8-541d-11eb-9e65-000d3a38a36f,Ios App,Ios App,2020-09-26,2021-01-18,2021-01-18,2021-01-11,1.0,2.0,145.48,183.92,"[AKTIFCOCUK, ERKEK, COCUK, KADIN]"
6281,2ffe075c-9f7f-11e9-a2fc-000d3a38a36f,Ios App,Ios App,2018-09-30,2021-01-18,2021-01-18,2020-07-02,4.0,1.0,50.49,723.89,"[COCUK, KADIN]"
6282,261e90f0-5bcf-11ea-841d-000d3a38a36f,Ios App,Ios App,2020-02-02,2021-01-18,2021-01-18,2020-02-02,6.0,1.0,49.99,640.24,"[ERKEK, COCUK, KADIN]"
6283,3f3f6852-288a-11ea-b87a-000d3a38a36f,Ios App,Ios App,2019-10-28,2021-01-18,2021-01-18,2019-10-28,1.0,1.0,119.88,79.99,[KADIN]
6284,4c2b94ac-5411-11ea-b1db-000d3a38a36f,Ios App,Ios App,2020-01-13,2021-01-18,2021-01-18,2020-01-13,1.0,1.0,69.99,279.98,[ERKEK]
6285,c18135da-a170-11e9-a2fc-000d3a38a36f,Ios App,Ios App,2019-03-25,2021-01-18,2021-01-18,2020-12-17,4.0,5.0,1013.05,483.07,[AKTIFSPOR]
6286,e4d4bde0-b01b-11e9-9757-000d3a38a36f,Ios App,Ios App,2019-03-25,2021-01-18,2021-01-18,2020-08-29,3.0,1.0,89.99,299.9,"[AKTIFCOCUK, COCUK, KADIN]"
6287,08f9f69c-a1fb-11e9-a2fc-000d3a38a36f,Ios App,Ios App,2019-03-03,2021-01-18,2021-01-18,2019-03-06,1.0,2.0,119.98,53.99,[ERKEK]
6288,2b9598a4-c9e2-11ea-a31e-000d3a38a36f,Ios App,Ios App,2020-07-19,2021-01-18,2021-01-18,2020-07-19,1.0,1.0,364.73,89.99,"[COCUK, KADIN]"
6289,274e43bc-3e3d-11ea-b1ad-000d3a38a36f,Ios App,Ios App,2019-11-15,2021-01-18,2021-01-18,2019-11-15,2.0,1.0,369.89,659.82,[AKTIFSPOR]
6290,5c0852e6-2240-11ea-8523-000d3a38a36f,Ios App,Ios App,2019-10-27,2021-01-18,2021-01-18,2020-10-22,1.0,4.0,642.67,81.27,"[AKTIFCOCUK, KADIN, AKTIFSPOR]"
6291,8f7f03a8-5329-11ea-acd3-000d3a38a36f,Ios App,Ios App,2016-04-09,2021-01-19,2021-01-19,2020-08-02,3.0,2.0,321.21,339.97,"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]"
6292,d029eef2-6b18-11ea-9c62-000d3a38a36f,Ios App,Ios App,2020-05-28,2021-01-19,2021-01-19,2020-10-17,3.0,1.0,218.91,814.88,"[ERKEK, AKTIFSPOR]"
6293,320243c4-a89e-11e9-a2fc-000d3a38a36f,Ios App,Ios App,2017-11-26,2021-01-19,2021-01-19,2019-12-21,2.0,2.0,229.98,255.03,[AKTIFSPOR]
6294,efb82ba4-aaba-11e9-a2fc-000d3a38a36f,Ios App,Ios App,2019-07-10,2021-01-20,2021-01-20,2019-07-10,2.0,2.0,428.97,459.89,"[ERKEK, AKTIFSPOR]"
6295,0a4bd6a2-acad-11e9-a2fc-000d3a38a36f,Ios App,Ios App,2019-04-02,2021-01-20,2021-01-20,2019-04-02,1.0,2.0,459.98,79.99,[KADIN]
6296,0fd279be-a5be-11e9-a2fc-000d3a38a36f,Ios App,Ios App,2019-02-27,2021-01-20,2021-01-20,2019-12-13,2.0,1.0,119.99,94.98,[COCUK]
6297,80e57b8c-ab6e-11e9-a2fc-000d3a38a36f,Ios App,Ios App,2017-11-28,2021-01-21,2021-01-21,2019-11-24,3.0,3.0,369.94,449.75,[ERKEK]
6298,f3ceee0e-a50f-11e9-a2fc-000d3a38a36f,Ios App,Ios App,2019-02-04,2021-01-21,2021-01-21,2019-09-08,4.0,1.0,199.89,829.35,[AKTIFCOCUK]
6299,e91efcb4-1f18-11ea-87bf-000d3a38a36f,Ios App,Ios App,2019-09-14,2021-01-21,2021-01-21,2019-09-14,5.0,1.0,199.98,618.11,[COCUK]
6300,e2b60dfe-5bb8-11ea-b045-000d3a38a36f,Ios App,Ios App,2020-02-01,2021-01-21,2021-01-21,2020-02-01,1.0,1.0,170.49,79.99,[KADIN]
6301,f28b421c-276a-11ea-aaaa-000d3a38a36f,Ios App,Ios App,2019-09-04,2021-01-22,2021-01-22,2019-09-04,5.0,1.0,129.99,347.95,[AKTIFCOCUK]
6302,e2e844cc-7099-11ea-8021-000d3a38a36f,Ios App,Ios App,2020-02-09,2021-01-23,2021-01-23,2020-02-09,1.0,1.0,49.99,218.97,"[AKTIFCOCUK, ERKEK, KADIN]"
6303,125f21cc-2a03-11ea-87cc-000d3a38a36f,Ios App,Ios App,2019-04-18,2021-01-23,2021-01-23,2019-04-18,3.0,1.0,51.96,435.16,[KADIN]
6304,fcb5f320-5336-11ea-acd3-000d3a38a36f,Ios App,Ios App,2020-01-09,2021-01-23,2021-01-23,2020-01-09,1.0,1.0,219.99,385.43,"[ERKEK, AKTIFSPOR]"
6305,14d752d6-f41f-11e9-9346-000d3a38a36f,Ios App,Ios App,2019-10-21,2021-01-23,2021-01-23,2019-10-21,3.0,1.0,99.99,613.05,[AKTIFCOCUK]
6306,c13e8d64-f127-11e9-9346-000d3a38a36f,Ios App,Ios App,2019-10-15,2021-01-23,2021-01-23,2019-10-15,3.0,1.0,129.99,689.7,[]
6307,c52fcb34-ffd9-11e9-a5e8-000d3a38a36f,Ios App,Ios App,2019-11-05,2021-01-23,2021-01-23,2019-11-05,7.0,1.0,139.99,2567.84,"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]"
6308,009293fe-1f3e-11ea-87bf-000d3a38a36f,Ios App,Ios App,2019-02-21,2021-01-23,2021-01-23,2020-12-28,2.0,4.0,270.44,454.74,"[COCUK, KADIN, AKTIFSPOR]"
6309,ab6e0d78-b051-11e9-9757-000d3a38a36f,Ios App,Ios App,2019-03-24,2021-01-23,2021-01-23,2019-04-06,1.0,2.0,314.94,191.97,[]
6310,971352dc-52ec-11ea-9ade-000d3a38a36f,Ios App,Ios App,2019-12-28,2021-01-24,2021-01-24,2019-12-28,1.0,1.0,119.98,264.9,[]
6311,f6d2579a-9e1a-11e9-9897-000d3a38a36f,Ios App,Ios App,2019-07-23,2021-01-24,2021-01-24,2019-07-23,1.0,1.0,79.99,124.99,[ERKEK]
6312,404fea3e-1e97-11ea-aa32-000d3a38a36f,Ios App,Ios App,2019-10-15,2021-01-24,2021-01-24,2019-10-15,12.0,1.0,14.99,1511.19,"[ERKEK, AKTIFSPOR]"
6313,57ecf1ca-5b53-11ea-a15c-000d3a38a36f,Ios App,Ios App,2019-12-22,2021-01-24,2021-01-24,2019-12-22,1.0,2.0,579.88,53.99,[AKTIFCOCUK]
6314,e3ad33e8-5b51-11ea-9d61-000d3a38a36f,Ios App,Ios App,2020-01-28,2021-01-25,2021-01-25,2020-01-28,3.0,2.0,231.47,399.96,"[ERKEK, KADIN]"
6315,f704aa3c-ddbd-11e9-9cd3-000d3a38a36f,Ios App,Ios App,2019-10-12,2021-01-25,2021-01-25,2019-10-12,5.0,1.0,120.73,1533.12,"[AKTIFCOCUK, AKTIFSPOR]"
6316,fd92040a-d6a9-11e9-93bc-000d3a38a36f,Ios App,Ios App,2019-08-30,2021-01-25,2021-01-25,2021-01-22,3.0,6.0,1053.92,778.03,[AKTIFSPOR]
6317,f6991710-46b5-11eb-806e-000d3a38a36f,Ios App,Ios App,2020-12-25,2021-01-26,2021-01-26,2020-12-25,1.0,1.0,230.73,595.32,"[ERKEK, KADIN, AKTIFSPOR]"
6318,67d96a5c-d663-11e9-93bc-000d3a38a36f,Ios App,Ios App,2019-08-22,2021-01-26,2021-01-26,2019-10-14,3.0,2.0,182.97,969.79,"[KADIN, AKTIFSPOR]"
6319,9b735e84-5338-11ea-acd3-000d3a38a36f,Ios App,Ios App,2020-02-04,2021-01-26,2021-01-26,2020-02-04,2.0,1.0,70.49,330.75,"[AKTIFCOCUK, KADIN]"
6320,6a7aceaa-f35e-11e9-9346-000d3a38a36f,Ios App,Ios App,2019-10-20,2021-01-27,2021-01-27,2019-10-20,4.0,1.0,119.99,585.34,[KADIN]
6321,fcb47df0-4c1f-11eb-806e-000d3a38a36f,Ios App,Ios App,2019-07-11,2021-01-27,2021-01-27,2019-07-11,5.0,1.0,136.96,1079.95,[ERKEK]
6322,cfe56b54-b030-11e9-9757-000d3a38a36f,Ios App,Ios App,2019-03-29,2021-01-27,2021-01-27,2019-06-26,6.0,1.0,59.99,1032.4,"[KADIN, AKTIFSPOR]"
6323,95cc7530-5bc4-11ea-81ca-000d3a38a36f,Ios App,Ios App,2020-01-21,2021-01-27,2021-01-27,2020-01-21,1.0,1.0,140.74,209.99,[ERKEK]
6324,2821fa98-f31c-11e9-9346-000d3a38a36f,Ios App,Ios App,2019-10-20,2021-01-27,2021-01-27,2019-12-07,1.0,4.0,534.95,124.99,[ERKEK]
6325,47a52344-213a-11ea-9618-000d3a38a36f,Ios App,Ios App,2019-04-06,2021-01-28,2021-01-28,2019-04-06,2.0,1.0,99.99,965.82,"[KADIN, AKTIFSPOR]"
6326,8f413578-567b-11ea-b9b9-000d3a38a36f,Ios App,Ios App,2020-05-16,2021-01-28,2021-01-28,2020-05-16,1.0,1.0,69.99,37.49,[COCUK]
6327,598f09d6-adf3-11e9-a2fc-000d3a38a36f,Ios App,Ios App,2018-03-05,2021-01-28,2021-01-28,2020-07-05,28.0,5.0,519.94,2123.06,"[AKTIFCOCUK, ERKEK, COCUK, AKTIFSPOR]"
6328,77138e02-b044-11e9-9757-000d3a38a36f,Ios App,Ios App,2019-10-06,2021-01-28,2021-01-28,2019-11-19,2.0,3.0,649.96,289.98,[KADIN]
6329,aca41864-4cdb-11ea-a626-000d3a38a36f,Ios App,Ios App,2019-10-08,2021-01-29,2021-01-29,2019-10-08,3.0,1.0,159.99,628.84,"[AKTIFCOCUK, KADIN, AKTIFSPOR]"
6330,62b749b6-b1c6-11e9-89fa-000d3a38a36f,Ios App,Ios App,2019-07-19,2021-01-29,2021-01-29,2019-08-31,1.0,5.0,437.33,89.99,[AKTIFSPOR]
6331,c8a390d0-5b31-11ea-ab55-000d3a38a36f,Ios App,Ios App,2020-02-21,2021-01-29,2021-01-29,2020-02-21,1.0,1.0,275.72,167.99,[ERKEK]
6332,48598e72-9f86-11ea-80cd-000d3a38a36f,Ios App,Ios App,2020-10-11,2021-01-29,2021-01-29,2021-01-21,2.0,1.0,48.87,209.98,"[ERKEK, KADIN, AKTIFSPOR]"
6333,7b2c2e38-a557-11e9-a2fc-000d3a38a36f,Ios App,Ios App,2019-06-30,2021-01-29,2021-01-29,2020-01-08,3.0,3.0,224.97,496.9,"[COCUK, KADIN]"
6334,8e64c9d4-7a99-11ea-8f20-000d3a38a36f,Ios App,Ios App,2020-04-11,2021-01-29,2021-01-29,2020-09-13,6.0,1.0,90.49,791.93,"[ERKEK, COCUK]"
6335,b0867a52-5beb-11ea-87a1-000d3a38a36f,Ios App,Ios App,2020-02-01,2021-01-30,2021-01-30,2020-02-01,2.0,1.0,129.99,424.99,[AKTIFSPOR]
6336,c1339dd2-5446-11ea-b1db-000d3a38a36f,Ios App,Ios App,2020-02-01,2021-01-30,2021-01-30,2020-12-25,1.0,5.0,513.92,253.24,"[COCUK, KADIN, AKTIFSPOR]"
6337,cccf5820-a0aa-11e9-a2fc-000d3a38a36f,Ios App,Ios App,2019-07-27,2021-01-30,2021-01-30,2019-09-04,1.0,2.0,99.98,49.99,[KADIN]
6338,c55dc636-3a50-11ea-85d6-000d3a38a36f,Ios App,Ios App,2019-09-10,2021-01-30,2021-01-30,2019-09-10,3.0,1.0,129.99,844.08,[AKTIFSPOR]
6339,1c7c1e70-5a55-11eb-9e65-000d3a38a36f,Ios App,Ios App,2021-01-19,2021-01-31,2021-01-31,2021-01-19,1.0,2.0,240.96,132.99,"[ERKEK, COCUK, KADIN]"
6340,53ad49fa-5b3c-11ea-86b9-000d3a38a36f,Ios App,Ios App,2020-01-19,2021-01-31,2021-01-31,2020-09-20,2.0,3.0,610.7,224.12,"[ERKEK, COCUK, KADIN, AKTIFSPOR]"
6341,61ea94ba-5b09-11ea-90d4-000d3a38a36f,Ios App,Ios App,2020-02-16,2021-01-31,2021-01-31,2020-02-16,2.0,1.0,70.49,171.98,"[KADIN, AKTIFSPOR]"
6342,786ffbf6-beac-11ea-958c-000d3a38a36f,Ios App,Ios App,2020-07-05,2021-01-31,2021-01-31,2020-07-05,1.0,1.0,110.49,221.97,"[ERKEK, KADIN, AKTIFSPOR]"
6343,b9630274-2506-11ea-bf27-000d3a38a36f,Ios App,Ios App,2019-03-25,2021-01-31,2021-01-31,2019-03-25,1.0,1.0,159.98,336.95,"[ERKEK, KADIN, AKTIFSPOR]"
6344,cb8bc358-5334-11ea-acd3-000d3a38a36f,Ios App,Ios App,2020-02-04,2021-02-01,2021-02-01,2020-02-04,1.0,1.0,19.99,335.99,[AKTIFSPOR]
6345,73397a22-a463-11e9-a2fc-000d3a38a36f,Ios App,Ios App,2016-02-05,2021-02-01,2021-02-01,2019-04-22,3.0,1.0,279.9,402.25,[KADIN]
6346,46872196-ab52-11e9-a2fc-000d3a38a36f,Ios App,Ios App,2017-01-13,2021-02-01,2021-02-01,2020-11-03,18.0,3.0,310.47,2431.8,"[ERKEK, COCUK, AKTIFSPOR]"
6347,3a33ddc0-fe32-11e9-a5e8-000d3a38a36f,Ios App,Ios App,2019-11-03,2021-02-01,2021-02-01,2019-11-03,9.0,1.0,79.99,1001.85,"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]"
6348,df92ce38-2b9c-11ea-853d-000d3a38a36f,Ios App,Ios App,2019-11-27,2021-02-02,2021-02-02,2020-02-29,2.0,1.0,129.99,303.48,[ERKEK]
6349,58bdce3c-a7d7-11ea-bd63-000d3a38a36f,Ios App,Ios App,2020-06-06,2021-02-02,2021-02-02,2020-06-06,1.0,1.0,159.98,99.99,"[AKTIFCOCUK, ERKEK, COCUK]"
6350,c5fbcc80-a1cd-11e9-a2fc-000d3a38a36f,Ios App,Ios App,2019-02-28,2021-02-02,2021-02-02,2020-08-11,1.0,2.0,99.98,89.98,"[AKTIFCOCUK, KADIN]"
6351,1b0397d4-23b1-11ea-8523-000d3a38a36f,Ios App,Ios App,2019-06-27,2021-02-02,2021-02-02,2020-05-21,1.0,2.0,441.33,179.97,[AKTIFSPOR]
6352,b188fd0e-23c3-11ea-8523-000d3a38a36f,Ios App,Ios App,2019-08-07,2021-02-03,2021-02-03,2021-01-18,1.0,2.0,170.87,172.98,"[KADIN, AKTIFSPOR]"
6353,24541470-9f28-11e9-9897-000d3a38a36f,Ios App,Ios App,2019-11-28,2021-02-03,2021-02-03,2019-11-28,1.0,1.0,269.99,399.9,[AKTIFSPOR]
6354,a72903ac-6721-11eb-975c-000d3a38a36f,Ios App,Ios App,2019-12-02,2021-02-04,2021-02-04,2019-12-02,2.0,1.0,229.99,254.98,[KADIN]
6355,fb840306-1219-11ea-a001-000d3a38a36f,Ios App,Ios App,2020-01-18,2021-02-05,2021-02-05,2020-01-18,7.0,1.0,89.99,833.65,"[ERKEK, KADIN, AKTIFSPOR]"
6356,a976e924-aa19-11e9-a2fc-000d3a38a36f,Ios App,Ios App,2016-06-23,2021-02-05,2021-02-05,2020-07-22,9.0,3.0,443.69,1717.49,"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]"
6357,483277a0-8d49-11ea-8f41-000d3a38a36f,Ios App,Ios App,2020-05-03,2021-02-05,2021-02-05,2020-07-07,3.0,2.0,169.96,729.4,"[ERKEK, COCUK, KADIN, AKTIFSPOR]"
6358,74e176ca-ffbe-11e9-a5e8-000d3a38a36f,Ios App,Ios App,2019-11-05,2021-02-05,2021-02-05,2019-11-05,2.0,1.0,325.71,393.28,"[AKTIFCOCUK, ERKEK]"
6359,d1534aaa-a0aa-11e9-a2fc-000d3a38a36f,Ios App,Ios App,2019-03-01,2021-02-05,2021-02-05,2020-01-12,2.0,2.0,215.47,299.98,[AKTIFSPOR]
6360,a23fd6ec-b1db-11e9-89fa-000d3a38a36f,Ios App,Ios App,2019-07-20,2021-02-05,2021-02-05,2019-07-20,6.0,1.0,100.99,381.66,"[ERKEK, KADIN, AKTIFSPOR]"
6361,a3b65e88-1842-11ea-9213-000d3a38a36f,Ios App,Ios App,2019-11-16,2021-02-05,2021-02-05,2019-11-16,2.0,1.0,139.99,219.98,[KADIN]
6362,3a85dc22-12bb-11ea-a001-000d3a38a36f,Ios App,Ios App,2019-02-26,2021-02-05,2021-02-05,2019-02-26,2.0,1.0,129.99,253.96,"[AKTIFCOCUK, COCUK, KADIN]"
6363,69195a92-2be2-11ea-91ab-000d3a38a36f,Ios App,Ios App,2019-12-01,2021-02-07,2021-02-07,2019-12-01,1.0,1.0,144.99,244.97,[KADIN]
6364,bf32a70c-6d24-11ea-84a8-000d3a38a36f,Ios App,Ios App,2020-02-06,2021-02-07,2021-02-07,2020-02-06,2.0,1.0,160.49,342.96,"[AKTIFCOCUK, ERKEK]"
6365,bdf3abc2-a536-11e9-a2fc-000d3a38a36f,Ios App,Ios App,2019-06-28,2021-02-07,2021-02-07,2019-06-28,1.0,1.0,94.98,129.99,[]
6366,0c24fc44-2ac8-11ea-9d27-000d3a38a36f,Ios App,Ios App,2019-10-20,2021-02-07,2021-02-07,2019-10-20,1.0,1.0,309.97,1248.56,"[ERKEK, KADIN, AKTIFSPOR]"
6367,20e9904c-abc7-11ea-b736-000d3a38a36f,Ios App,Ios App,2020-01-18,2021-02-07,2021-02-07,2020-06-11,2.0,2.0,219.98,425.59,"[ERKEK, AKTIFSPOR]"
6368,c8c62724-ab4d-11e9-a2fc-000d3a38a36f,Ios App,Ios App,2017-01-09,2021-02-07,2021-02-07,2019-08-04,30.0,1.0,79.99,4658.81,"[ERKEK, KADIN, AKTIFSPOR]"
6369,85068bf0-2c17-11ea-91ab-000d3a38a36f,Ios App,Ios App,2019-10-05,2021-02-08,2021-02-08,2019-10-05,1.0,1.0,69.99,271.94,[AKTIFCOCUK]
6370,2c53cf72-a4bd-11e9-a2fc-000d3a38a36f,Ios App,Ios App,2019-05-15,2021-02-08,2021-02-08,2019-05-15,1.0,2.0,226.94,218.87,"[COCUK, KADIN, AKTIFSPOR]"
6371,a78a0a56-6a02-11eb-b5d7-000d3a38a36f,Ios App,Ios App,2021-02-08,2021-02-08,2021-02-08,2021-02-08,1.0,2.0,862.84,83.99,"[AKTIFCOCUK, KADIN, AKTIFSPOR]"
6372,24195182-a1f8-11e9-a2fc-000d3a38a36f,Ios App,Ios App,2019-03-03,2021-02-08,2021-02-08,2019-05-04,2.0,3.0,304.95,391.22,"[ERKEK, AKTIFSPOR]"
6373,78fffd8c-a9c2-11e9-a2fc-000d3a38a36f,Ios App,Ios App,2019-04-25,2021-02-08,2021-02-08,2019-04-25,2.0,1.0,109.98,105.98,[KADIN]
6374,cf10443e-51e2-11ea-a243-000d3a38a36f,Ios App,Ios App,2019-12-06,2021-02-08,2021-02-08,2019-12-06,1.0,1.0,99.99,234.39,[AKTIFSPOR]
6375,9df2225c-530c-11ea-acd3-000d3a38a36f,Ios App,Ios App,2019-12-30,2021-02-08,2021-02-08,2019-12-30,1.0,1.0,249.99,359.99,[]
6376,6b0b79f0-45d8-11eb-806e-000d3a38a36f,Ios App,Ios App,2020-12-24,2021-02-08,2021-02-08,2020-12-24,1.0,1.0,139.99,219.9,[AKTIFSPOR]
6377,2f06db42-532c-11ea-acd3-000d3a38a36f,Ios App,Ios App,2019-12-25,2021-02-09,2021-02-09,2020-07-31,2.0,2.0,379.98,756.92,"[ERKEK, AKTIFSPOR]"
6378,c6fb0a4c-f9a7-11e9-b138-000d3a38a36f,Ios App,Ios App,2019-10-28,2021-02-09,2021-02-09,2019-10-28,1.0,1.0,159.99,314.91,[]
6379,a4e242ba-22e5-11ea-8523-000d3a38a36f,Ios App,Ios App,2019-11-21,2020-05-30,2020-05-30,2020-01-23,1.0,2.0,589.95,239.25,[AKTIFSPOR]
6380,ab6b731a-1da2-11ea-8bf2-000d3a38a36f,Ios App,Ios App,2019-03-18,2020-05-30,2020-05-30,2019-10-06,1.0,2.0,307.96,201.98,[AKTIFSPOR]
6381,3b75a358-afea-11e9-9757-000d3a38a36f,Ios App,Ios App,2019-10-11,2020-05-30,2020-05-30,2020-01-05,2.0,2.0,259.98,406.74,[AKTIFSPOR]
6382,87bf2266-2114-11ea-b50a-000d3a38a36f,Ios App,Ios App,2019-08-25,2020-05-30,2020-05-30,2019-08-25,2.0,1.0,24.98,383.98,[AKTIFSPOR]
6383,3ca62200-a3ad-11e9-a2fc-000d3a38a36f,Ios App,Ios App,2019-04-03,2021-02-10,2021-02-10,2019-04-03,1.0,1.0,59.99,365.97,"[ERKEK, AKTIFSPOR]"
6384,75e05be8-e201-11e9-957d-000d3a38a36f,Ios App,Ios App,2019-09-28,2021-02-10,2021-02-10,2019-09-28,1.0,1.0,149.99,220.99,[AKTIFSPOR]
6385,afdf1d42-a40e-11e9-a2fc-000d3a38a36f,Ios App,Ios App,2019-04-12,2021-02-10,2021-02-10,2019-12-01,1.0,3.0,319.95,444.9,[AKTIFSPOR]
6386,eacebc4e-f726-11e9-841e-000d3a38a36f,Ios App,Ios App,2019-03-11,2020-05-31,2020-05-31,2019-04-29,2.0,2.0,255.96,385.97,[AKTIFSPOR]
6387,d01e6fd4-f127-11e9-9346-000d3a38a36f,Ios App,Ios App,2019-10-15,2020-05-31,2020-05-31,2019-11-28,1.0,2.0,169.98,409.9,"[ERKEK, AKTIFSPOR]"
